province,municipality_id,municipality_name,institution_type,brin_id,institution_name,croho_section,croho_subsection,degree_course_id,degree_course_name,degree_course_education_type,degree_course_type,year,male,female
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),56990,B Biomedische Wetenschappen,voltijd onderwijs,bachelor,2012,256,297
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),56990,B Biomedische Wetenschappen,voltijd onderwijs,bachelor,2013,279,315
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),56990,B Biomedische Wetenschappen,voltijd onderwijs,bachelor,2014,240,247
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),56990,B Biomedische Wetenschappen,voltijd onderwijs,bachelor,2015,231,245
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),56990,B Biomedische Wetenschappen,voltijd onderwijs,bachelor,2016,261,359
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,deeltijd onderwijs,master,2012,0,17
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,deeltijd onderwijs,master,2013,0,11
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,deeltijd onderwijs,master,2014,0,9
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,deeltijd onderwijs,master,2015,1,10
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,deeltijd onderwijs,master,2016,0,12
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,voltijd onderwijs,master,2012,11,61
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,voltijd onderwijs,master,2013,12,61
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,voltijd onderwijs,master,2014,16,114
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,voltijd onderwijs,master,2015,25,92
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,voltijd onderwijs,master,2016,17,92
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",deeltijd onderwijs,master,2012,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",deeltijd onderwijs,master,2013,2,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",deeltijd onderwijs,master,2014,2,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",deeltijd onderwijs,master,2015,0,4
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",deeltijd onderwijs,master,2016,0,4
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",voltijd onderwijs,master,2012,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",voltijd onderwijs,master,2013,2,16
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",voltijd onderwijs,master,2014,4,13
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",voltijd onderwijs,master,2015,3,15
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",voltijd onderwijs,master,2016,5,15
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,deeltijd onderwijs,master,2012,0,2
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,deeltijd onderwijs,master,2013,1,3
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,deeltijd onderwijs,master,2014,2,3
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,deeltijd onderwijs,master,2015,1,3
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,deeltijd onderwijs,master,2016,1,1
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,voltijd onderwijs,master,2012,3,5
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,voltijd onderwijs,master,2013,6,7
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,voltijd onderwijs,master,2014,10,5
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,voltijd onderwijs,master,2015,6,12
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,voltijd onderwijs,master,2016,6,9
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,deeltijd onderwijs,master,2012,4,3
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,deeltijd onderwijs,master,2013,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,deeltijd onderwijs,master,2014,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,deeltijd onderwijs,master,2015,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,deeltijd onderwijs,master,2016,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,voltijd onderwijs,master,2012,3,5
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,voltijd onderwijs,master,2013,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,voltijd onderwijs,master,2014,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,voltijd onderwijs,master,2015,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,voltijd onderwijs,master,2016,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60120,M Health Sciences (research),voltijd onderwijs,master,2012,5,18
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60120,M Health Sciences (research),voltijd onderwijs,master,2013,5,16
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60120,M Health Sciences (research),voltijd onderwijs,master,2014,8,17
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60120,M Health Sciences (research),voltijd onderwijs,master,2015,8,19
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60120,M Health Sciences (research),voltijd onderwijs,master,2016,8,26
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60121,M Cognitive and Clinical Neuroscience (research),voltijd onderwijs,master,2012,56,105
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60121,M Cognitive and Clinical Neuroscience (research),voltijd onderwijs,master,2013,53,112
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60121,M Cognitive and Clinical Neuroscience (research),voltijd onderwijs,master,2014,60,122
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60121,M Cognitive and Clinical Neuroscience (research),voltijd onderwijs,master,2015,63,127
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60121,M Cognitive and Clinical Neuroscience (research),voltijd onderwijs,master,2016,55,152
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,deeltijd onderwijs,master,2012,10,13
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,deeltijd onderwijs,master,2013,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,deeltijd onderwijs,master,2014,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,deeltijd onderwijs,master,2015,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,deeltijd onderwijs,master,2016,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,voltijd onderwijs,master,2012,9,7
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,voltijd onderwijs,master,2013,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,voltijd onderwijs,master,2014,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,voltijd onderwijs,master,2015,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,voltijd onderwijs,master,2016,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60363,M Nutrition and Metabolism: fundamental and clinical aspects (research),voltijd onderwijs,master,2012,1,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60363,M Nutrition and Metabolism: fundamental and clinical aspects (research),voltijd onderwijs,master,2013,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60363,M Nutrition and Metabolism: fundamental and clinical aspects (research),voltijd onderwijs,master,2014,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60363,M Nutrition and Metabolism: fundamental and clinical aspects (research),voltijd onderwijs,master,2015,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60363,M Nutrition and Metabolism: fundamental and clinical aspects (research),voltijd onderwijs,master,2016,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60379,M Governance and Leadership in European Public Health,voltijd onderwijs,master,2012,11,15
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60379,M Governance and Leadership in European Public Health,voltijd onderwijs,master,2013,5,16
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60379,M Governance and Leadership in European Public Health,voltijd onderwijs,master,2014,8,12
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60379,M Governance and Leadership in European Public Health,voltijd onderwijs,master,2015,6,26
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60379,M Governance and Leadership in European Public Health,voltijd onderwijs,master,2016,4,31
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",deeltijd onderwijs,master,2012,3,6
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",deeltijd onderwijs,master,2013,9,15
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",deeltijd onderwijs,master,2014,7,16
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",deeltijd onderwijs,master,2015,12,20
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",deeltijd onderwijs,master,2016,7,18
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",voltijd onderwijs,master,2012,13,38
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",voltijd onderwijs,master,2013,21,43
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",voltijd onderwijs,master,2014,28,49
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",voltijd onderwijs,master,2015,26,48
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",voltijd onderwijs,master,2016,42,60
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,deeltijd onderwijs,master,2012,0,7
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,deeltijd onderwijs,master,2013,0,13
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,deeltijd onderwijs,master,2014,1,13
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,deeltijd onderwijs,master,2015,2,20
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,deeltijd onderwijs,master,2016,4,17
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,voltijd onderwijs,master,2012,4,23
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,voltijd onderwijs,master,2013,1,29
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,voltijd onderwijs,master,2014,6,44
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,voltijd onderwijs,master,2015,4,46
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,voltijd onderwijs,master,2016,5,42
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,deeltijd onderwijs,master,2012,4,5
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,deeltijd onderwijs,master,2013,13,6
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,deeltijd onderwijs,master,2014,16,10
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,deeltijd onderwijs,master,2015,15,14
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,deeltijd onderwijs,master,2016,17,8
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,voltijd onderwijs,master,2012,13,17
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,voltijd onderwijs,master,2013,17,17
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,voltijd onderwijs,master,2014,38,19
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,voltijd onderwijs,master,2015,20,25
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,voltijd onderwijs,master,2016,23,18
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,deeltijd onderwijs,master,2012,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,deeltijd onderwijs,master,2013,1,2
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,deeltijd onderwijs,master,2014,1,2
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,deeltijd onderwijs,master,2015,0,1
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,deeltijd onderwijs,master,2016,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,voltijd onderwijs,master,2012,3,14
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,voltijd onderwijs,master,2013,8,9
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,voltijd onderwijs,master,2014,2,2
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,voltijd onderwijs,master,2015,1,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,voltijd onderwijs,master,2016,1,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60512,M Health Food Innovation Management,voltijd onderwijs,master,2012,16,43
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60512,M Health Food Innovation Management,voltijd onderwijs,master,2013,14,49
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60512,M Health Food Innovation Management,voltijd onderwijs,master,2014,20,63
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60512,M Health Food Innovation Management,voltijd onderwijs,master,2015,20,61
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60512,M Health Food Innovation Management,voltijd onderwijs,master,2016,22,56
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,2012,320,638
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,2013,322,608
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,2014,346,605
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,2015,337,657
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,2016,325,664
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66585,M Arts - Klinisch Onderzoeker,voltijd onderwijs,master,2012,55,82
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66585,M Arts - Klinisch Onderzoeker,voltijd onderwijs,master,2013,62,95
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66585,M Arts - Klinisch Onderzoeker,voltijd onderwijs,master,2014,69,115
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66585,M Arts - Klinisch Onderzoeker,voltijd onderwijs,master,2015,67,129
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66585,M Arts - Klinisch Onderzoeker,voltijd onderwijs,master,2016,56,146
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66902,M Global Health,voltijd onderwijs,master,2012,15,47
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66902,M Global Health,voltijd onderwijs,master,2013,20,58
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66902,M Global Health,voltijd onderwijs,master,2014,18,67
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66902,M Global Health,voltijd onderwijs,master,2015,34,102
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66902,M Global Health,voltijd onderwijs,master,2016,31,134
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,natuur,n.v.t. (natuur),50300,B Kennistechnologie,voltijd onderwijs,bachelor,2012,110,14
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,natuur,n.v.t. (natuur),50300,B Kennistechnologie,voltijd onderwijs,bachelor,2013,125,22
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,natuur,n.v.t. (natuur),50300,B Kennistechnologie,voltijd onderwijs,bachelor,2014,128,22
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,natuur,n.v.t. (natuur),50300,B Kennistechnologie,voltijd onderwijs,bachelor,2015,164,34
