PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;voltijd onderwijs;master;1;0;3;1;3;3;1;1;2;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;voltijd onderwijs;master;0;0;0;2;1;2;1;3;1;2
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;master;3;4;0;3;1;0;2;1;2;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;master;4;6;6;5;5;5;3;4;3;5
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;deeltijd onderwijs;master;0;0;0;0;1;0;0;0;1;1
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;master;0;0;0;0;3;0;2;0;1;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;master;0;4;0;1;0;1;0;4;1;5
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;master;5;5;2;12;4;9;0;11;2;12
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;master;2;1;1;0;1;0;1;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;master;1;0;0;2;1;5;0;1;2;1
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;deeltijd onderwijs;master;0;1;0;1;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;voltijd onderwijs;master;0;0;1;1;0;2;2;4;0;2
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;deeltijd onderwijs;master;1;0;0;0;0;1;1;1;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;master;0;0;0;1;1;0;2;2;1;3
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;master;0;1;0;1;0;1;0;1;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;voltijd onderwijs;master;0;4;4;1;1;2;0;5;0;1
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;master;1;0;2;0;2;3;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;master;6;2;0;1;2;1;0;2;1;2
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;master;1;0;1;0;2;0;1;0;0;1
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;master;3;2;4;7;1;7;3;5;4;10
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50017;B European Law School;voltijd onderwijs;bachelor;27;83;29;97;30;95;44;94;53;92
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50017;B European Law School;voltijd onderwijs;propedeuse bachelor;20;58;26;40;35;61;35;61;32;72
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;26;52;18;41;33;42;43;41;39;46
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;propedeuse bachelor;8;6;4;0;1;1;1;1;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;240;411;253;402;260;412;291;442;289;460
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;propedeuse bachelor;183;242;223;256;246;273;268;288;246;291
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;bachelor;4;5;4;6;1;5;2;8;1;8
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;propedeuse bachelor;1;2;0;1;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;bachelor;38;63;24;51;25;51;30;59;36;55
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;propedeuse bachelor;9;15;8;27;8;23;11;24;12;38
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);60224;M International and European Law;voltijd onderwijs;master;23;52;29;48;20;38;15;38;12;38
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);60386;M Onderneming en Recht (research);voltijd onderwijs;master;2;7;3;5;4;5;4;6;3;12
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);60504;M European Law;voltijd onderwijs;master;15;35;29;34;29;42;35;36;34;45
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands recht;deeltijd onderwijs;master;19;26;22;25;19;18;15;20;15;32
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands recht;duaal onderwijs;master;2;0;2;0;3;2;1;2;1;1
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands recht;voltijd onderwijs;master;219;352;214;420;196;392;197;385;223;391
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;28;30;33;28;36;27;33;25;33;30
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;master;5;5;3;5;2;3;2;4;4;6
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;master;14;28;24;36;17;44;14;37;18;39
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;bachelor;6;13;6;7;7;11;3;17;4;10
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;propedeuse bachelor;0;0;0;1;0;0;1;0;1;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;bachelor;10;24;11;20;13;29;8;22;10;27
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;propedeuse bachelor;4;3;5;14;5;9;7;17;13;18
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;bachelor;10;19;17;23;15;24;15;19;13;17
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;13;14;13;20;17;13;10;13;11;15
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;bachelor;143;79;157;71;179;80;177;72;168;75
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;propedeuse bachelor;130;42;132;46;122;53;104;45;99;44
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56041;B Islam en Arabisch;voltijd onderwijs;bachelor;8;12;6;10;7;6;3;2;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56041;B Islam en Arabisch;voltijd onderwijs;propedeuse bachelor;3;6;2;3;1;1;1;1;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56074;B Romaanse Talen en Culturen;voltijd onderwijs;bachelor;16;50;13;50;8;39;14;41;16;48
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56074;B Romaanse Talen en Culturen;voltijd onderwijs;propedeuse bachelor;5;29;10;37;11;41;13;33;8;18
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;bachelor;70;41;60;41;58;39;66;55;75;53
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;propedeuse bachelor;42;27;45;22;58;26;53;24;53;26
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;bachelor;1;6;0;5;0;2;0;1;1;1
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;propedeuse bachelor;1;0;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;bachelor;5;8;5;9;2;5;2;2;2;6
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;propedeuse bachelor;3;3;2;1;0;2;0;4;2;5
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56801;B Taal- en Cultuurstudies;voltijd onderwijs;bachelor;4;20;2;9;1;1;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;bachelor;10;21;8;22;8;36;4;38;5;45
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;propedeuse bachelor;3;21;11;30;11;41;9;27;13;16
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;bachelor;13;65;12;58;15;65;12;61;10;44
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;9;40;12;55;14;46;10;24;12;24
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;bachelor;12;20;10;18;12;26;10;28;14;25
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;9;14;10;25;7;18;10;10;7;8
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;bachelor;47;112;51;131;60;125;51;127;45;124
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;49;97;60;112;53;121;48;104;47;95
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;bachelor;19;92;21;81;23;76;16;65;16;54
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;propedeuse bachelor;13;32;14;28;9;23;9;24;6;43
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;bachelor;9;38;10;36;7;40;7;37;8;34
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;propedeuse bachelor;4;31;4;22;10;21;4;12;5;13
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;bachelor;42;211;57;228;57;229;56;219;65;212
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;propedeuse bachelor;44;128;39;132;42;130;23;94;40;85
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;7;44;9;59;11;76;18;79;15;73
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;master;15;8;17;9;20;7;25;8;33;10
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60129;M Historische Wetenschappen: Ideologie, Mentaliteit en Maatschappelijke Praktijk (research);voltijd onderwijs;master;2;1;1;1;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60131;M Religiestudies;deeltijd onderwijs;master;4;16;1;7;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60131;M Religiestudies;voltijd onderwijs;master;3;11;0;3;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;master;4;8;7;9;11;6;11;9;5;13
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60176;M Bedrijfscommunicatie;voltijd onderwijs;master;4;3;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;deeltijd onderwijs;master;1;1;2;1;2;3;1;3;1;2
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;voltijd onderwijs;master;4;3;4;6;11;6;18;5;13;4
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60258;M Taal- en Spraakpathologie;voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60295;M Kunst en Visuele Cultuur in Historisch Perspectief (research);voltijd onderwijs;master;0;1;0;1;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60301;M Language and Communication (research);voltijd onderwijs;master;0;5;0;1;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60326;M Letterkunde en Literatuurwetenschap: Nieuwe Filologie (research);voltijd onderwijs;master;1;2;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60501;M Theology;deeltijd onderwijs;master;1;0;1;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60501;M Theology;voltijd onderwijs;master;3;1;1;0;1;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60502;M Interreligieuze spiritualiteitsstudies;deeltijd onderwijs;master;8;10;5;4;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60502;M Interreligieuze spiritualiteitsstudies;voltijd onderwijs;master;0;2;0;1;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;master;11;80;14;74;6;68;13;59;16;59
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;master;4;4;2;9;1;7;6;7;9;14
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;master;13;68;17;73;23;73;19;84;14;79
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;master;3;2;6;5;7;6;12;12;12;23
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;master;8;18;10;13;12;11;6;12;10;11
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;26;19;35;20;38;24;39;20;46;25
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;master;10;10;15;16;12;14;14;12;15;14
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;3;14;5;17;6;23;9;18;8;24
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;9;36;13;47;17;47;19;47;29;48
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;2;5;2;9;1;10;3;6;1;7
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;master;10;12;19;22;18;22;17;19;10;23
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);65001;M Niederlande-Deutschland Studien (joint degree);voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);65002;M Europese Studies (joint degree);voltijd onderwijs;master;8;20;6;17;14;30;13;31;17;34
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66003;M Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;master;2;2;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;master;77;38;74;45;67;28;68;26;71;32
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66041;M Islam en Arabisch;voltijd onderwijs;master;0;4;0;3;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66056;M Amerikanistiek;voltijd onderwijs;master;4;2;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66074;M Romaanse Talen en Culturen;voltijd onderwijs;master;0;5;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66079;M Duitsland Studies;voltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66803;M Taalwetenschap;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66806;M Engelse Taal en Cultuur;voltijd onderwijs;master;2;2;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66823;M Algemene Cultuurwetenschappen;voltijd onderwijs;master;3;4;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66824;M Kunstgeschiedenis;voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
