province,municipality_id,municipality_name,institution_type,brin_id,institution_name,croho_section,croho_subsection,degree_course_id,degree_course_name,degree_course_education_type,degree_course_type,year,registered_male,registered_female,graduated_male,graduated_female
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60821,M Oudheidstudies,voltijd onderwijs,master,2012,8,18,3,11
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60821,M Oudheidstudies,voltijd onderwijs,master,2013,10,13,2,10
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60821,M Oudheidstudies,voltijd onderwijs,master,2014,12,11,9,8
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60821,M Oudheidstudies,voltijd onderwijs,master,2015,6,12,3,5
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60821,M Oudheidstudies,voltijd onderwijs,master,2016,10,11,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,2011,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,2012,26,19,5,6
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,2013,35,20,8,8
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,2014,38,24,13,6
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,2015,39,20,13,7
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,2016,46,25,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,voltijd onderwijs,master,2011,,,0,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,voltijd onderwijs,master,2012,10,10,2,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,voltijd onderwijs,master,2013,15,16,4,3
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,voltijd onderwijs,master,2014,12,14,2,3
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,voltijd onderwijs,master,2015,14,12,2,3
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,voltijd onderwijs,master,2016,15,14,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,2011,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,2012,3,14,0,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,2013,5,17,2,3
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,2014,6,23,1,9
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,2015,9,18,3,5
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,2016,8,24,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,2011,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,2012,9,36,4,7
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,2013,13,47,3,16
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,2014,17,47,8,14
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,2015,19,47,4,12
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,2016,29,48,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,2011,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,2012,2,5,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,2013,2,9,2,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,2014,1,10,0,7
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,2015,3,6,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,2016,1,7,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60845,M Noord-Amerika Studies,voltijd onderwijs,master,2011,,,2,6
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60845,M Noord-Amerika Studies,voltijd onderwijs,master,2012,10,12,4,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60845,M Noord-Amerika Studies,voltijd onderwijs,master,2013,19,22,7,10
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60845,M Noord-Amerika Studies,voltijd onderwijs,master,2014,18,22,7,13
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60845,M Noord-Amerika Studies,voltijd onderwijs,master,2015,17,19,7,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60845,M Noord-Amerika Studies,voltijd onderwijs,master,2016,10,23,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65001,M Niederlande-Deutschland Studien (joint degree),voltijd onderwijs,master,2011,,,0,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65001,M Niederlande-Deutschland Studien (joint degree),voltijd onderwijs,master,2012,0,2,0,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65001,M Niederlande-Deutschland Studien (joint degree),voltijd onderwijs,master,2013,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65001,M Niederlande-Deutschland Studien (joint degree),voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65001,M Niederlande-Deutschland Studien (joint degree),voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65001,M Niederlande-Deutschland Studien (joint degree),voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65002,M Europese Studies (joint degree),voltijd onderwijs,master,2011,,,0,4
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65002,M Europese Studies (joint degree),voltijd onderwijs,master,2012,8,20,5,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65002,M Europese Studies (joint degree),voltijd onderwijs,master,2013,6,17,2,7
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65002,M Europese Studies (joint degree),voltijd onderwijs,master,2014,14,30,6,7
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65002,M Europese Studies (joint degree),voltijd onderwijs,master,2015,13,31,2,9
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65002,M Europese Studies (joint degree),voltijd onderwijs,master,2016,17,34,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66003,M Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,2011,,,3,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66003,M Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,2012,2,2,2,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66003,M Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,2013,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66003,M Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66003,M Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66003,M Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,voltijd onderwijs,master,2011,,,41,19
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,voltijd onderwijs,master,2012,77,38,42,14
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,voltijd onderwijs,master,2013,74,45,39,28
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,voltijd onderwijs,master,2014,67,28,42,22
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,voltijd onderwijs,master,2015,68,26,44,13
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,voltijd onderwijs,master,2016,71,32,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66041,M Islam en Arabisch,voltijd onderwijs,master,2011,,,3,11
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66041,M Islam en Arabisch,voltijd onderwijs,master,2012,0,4,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66041,M Islam en Arabisch,voltijd onderwijs,master,2013,0,3,1,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66041,M Islam en Arabisch,voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66041,M Islam en Arabisch,voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66041,M Islam en Arabisch,voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66056,M Amerikanistiek,voltijd onderwijs,master,2011,,,18,18
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66056,M Amerikanistiek,voltijd onderwijs,master,2012,4,2,1,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66056,M Amerikanistiek,voltijd onderwijs,master,2013,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66056,M Amerikanistiek,voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66056,M Amerikanistiek,voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66056,M Amerikanistiek,voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66074,M Romaanse Talen en Culturen,voltijd onderwijs,master,2011,,,0,7
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66074,M Romaanse Talen en Culturen,voltijd onderwijs,master,2012,0,5,0,4
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66074,M Romaanse Talen en Culturen,voltijd onderwijs,master,2013,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66074,M Romaanse Talen en Culturen,voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66074,M Romaanse Talen en Culturen,voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66074,M Romaanse Talen en Culturen,voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66079,M Duitsland Studies,voltijd onderwijs,master,2011,,,0,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66079,M Duitsland Studies,voltijd onderwijs,master,2012,1,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66079,M Duitsland Studies,voltijd onderwijs,master,2013,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66079,M Duitsland Studies,voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66079,M Duitsland Studies,voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66079,M Duitsland Studies,voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66081,M Wijsbegeerte,voltijd onderwijs,master,2011,,,7,11
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66081,M Wijsbegeerte,voltijd onderwijs,master,2012,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66081,M Wijsbegeerte,voltijd onderwijs,master,2013,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66081,M Wijsbegeerte,voltijd onderwijs,master,2014,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66081,M Wijsbegeerte,voltijd onderwijs,master,2015,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66802,M Literatuurwetenschap,voltijd onderwijs,master,2011,,,0,5
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66802,M Literatuurwetenschap,voltijd onderwijs,master,2012,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66802,M Literatuurwetenschap,voltijd onderwijs,master,2013,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66802,M Literatuurwetenschap,voltijd onderwijs,master,2014,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66802,M Literatuurwetenschap,voltijd onderwijs,master,2015,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66803,M Taalwetenschap,voltijd onderwijs,master,2011,,,0,5
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66803,M Taalwetenschap,voltijd onderwijs,master,2012,0,1,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66803,M Taalwetenschap,voltijd onderwijs,master,2013,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66803,M Taalwetenschap,voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66803,M Taalwetenschap,voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66803,M Taalwetenschap,voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66804,M Nederlandse Taal en Cultuur,voltijd onderwijs,master,2011,,,3,19
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66804,M Nederlandse Taal en Cultuur,voltijd onderwijs,master,2012,0,1,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66804,M Nederlandse Taal en Cultuur,voltijd onderwijs,master,2013,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66804,M Nederlandse Taal en Cultuur,voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66804,M Nederlandse Taal en Cultuur,voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66804,M Nederlandse Taal en Cultuur,voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66805,M Duitse Taal en Cultuur,voltijd onderwijs,master,2011,,,2,3
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66805,M Duitse Taal en Cultuur,voltijd onderwijs,master,2012,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66805,M Duitse Taal en Cultuur,voltijd onderwijs,master,2013,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66805,M Duitse Taal en Cultuur,voltijd onderwijs,master,2014,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66805,M Duitse Taal en Cultuur,voltijd onderwijs,master,2015,,,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66806,M Engelse Taal en Cultuur,voltijd onderwijs,master,2011,,,4,14
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66806,M Engelse Taal en Cultuur,voltijd onderwijs,master,2012,2,2,0,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66806,M Engelse Taal en Cultuur,voltijd onderwijs,master,2013,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66806,M Engelse Taal en Cultuur,voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66806,M Engelse Taal en Cultuur,voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66806,M Engelse Taal en Cultuur,voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66823,M Algemene Cultuurwetenschappen,voltijd onderwijs,master,2011,,,3,17
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66823,M Algemene Cultuurwetenschappen,voltijd onderwijs,master,2012,3,4,3,3
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66823,M Algemene Cultuurwetenschappen,voltijd onderwijs,master,2013,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66823,M Algemene Cultuurwetenschappen,voltijd onderwijs,master,2014,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66823,M Algemene Cultuurwetenschappen,voltijd onderwijs,master,2015,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66823,M Algemene Cultuurwetenschappen,voltijd onderwijs,master,2016,0,0,,
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66824,M Kunstgeschiedenis,voltijd onderwijs,master,2011,,,1,14
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66824,M Kunstgeschiedenis,voltijd onderwijs,master,2012,0,2,0,0
